"No.","Time","Source","Destination","Protocol","Length","Info"
"9199","51.239075","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9200","51.248837","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9201","51.253863","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9202","51.258975","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9203","51.264022","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9204","51.268516","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9205","51.271520","128.206.20.43","128.206.20.147","UDP","599","49639  >  60857 Len=557"
"9206","51.279080","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9207","51.281695","128.206.20.43","128.206.20.147","UDP","83","55382  >  60857 Len=41"
"9208","51.281695","128.206.20.43","128.206.20.147","UDP","83","49639  >  60857 Len=41"
"9209","51.282955","128.206.20.147","128.206.20.43","UDP","83","60857  >  49639 Len=41"
"9210","51.285214","128.206.20.43","128.206.20.147","UDP","83","62656  >  60857 Len=41"
"9211","51.288950","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9212","51.293219","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9213","51.300244","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9214","51.307758","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9215","51.315303","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9216","51.318280","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9217","51.328828","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9218","51.338339","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9219","51.338339","128.206.20.43","128.206.20.147","UDP","617","49639  >  60857 Len=575"
"9220","51.347757","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9221","51.359200","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9222","51.363897","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9223","51.367801","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9224","51.378459","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9225","51.382463","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9226","51.388704","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9227","51.399508","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9228","51.404019","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9229","51.407918","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9230","51.417576","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9231","51.427595","128.206.20.43","128.206.20.147","UDP","444","49639  >  60857 Len=402"
"9232","51.428584","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9233","51.437503","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9234","51.443886","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9235","51.447604","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9236","51.448987","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9237","51.453989","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9238","51.457234","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9239","51.468321","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9240","51.471707","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9241","51.478726","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9242","51.487739","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9243","51.493758","128.206.20.43","128.206.20.147","UDP","516","49639  >  60857 Len=474"
"9244","51.498556","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9245","51.504050","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9246","51.507794","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9247","51.513915","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9248","51.515849","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9249","51.519609","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9250","51.527651","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9251","51.537240","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9252","51.538861","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9253","51.547888","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
